source	record_id	original	editado	translation	tier	profile	unit_kind	unit_index	relation	language_hint	candidate_count	nahuatl_text	spanish_text	citation	context
1580 Sahagún/Máynez	1580-sahagun-maynez:000026	capolocuilli*	capolocuilli	gusano de capulín	strongest	sahagun_narrative_terms	narrative_term_context	1	next-line	mixed	0	CAPOLOCUILLI*	": ""Gusano de capulín"""	(Capolocuilli)	"CAPOLOCUILLI* : ""Gusano de capulín"" (Capolocuilli) A los brugos, que se crían en los cerezos, o en los otros árboles, llaman capolocuilli , y también au"
1580 Sahagún/Máynez	1580-sahagun-maynez:000026	capolocuilli*	capolocuilli	gusano de capulín	strongest	sahagun_narrative_terms	narrative_term_context	2	next-line	mixed	0	(Capolocuilli)	A los brugos, que se crían en los cerezos, o en los otros árboles, llaman capolocuilli , y también auatl; estos hacen capullos en los árboles, comen toda la verdura de los árboles, y se vuelven mariposas, no son de comer.	Lib. 11, fol. 103, p. 255. r.	"CAPOLOCUILLI* : ""Gusano de capulín"" (Capolocuilli) A los brugos, que se crían en los cerezos, o en los otros árboles, llaman capolocuilli , y también auatl; estos hacen capullos en los árboles, comen toda la v"
1580 Sahagún/Máynez	1580-sahagun-maynez:000026	capolocuilli*	capolocuilli	gusano de capulín	strongest	sahagun_narrative_terms	narrative_term_context	3	next-line	mixed	0	capolocuilli	, y también auatl; estos hacen capullos en los árboles, comen toda la verdura de los árboles, y se vuelven mariposas, no son de comer.	Lib. 11, fol. 103, p. 255. r.	"CAPOLOCUILLI* : ""Gusano de capulín"" (Capolocuilli) A los brugos, que se crían en los cerezos, o en los otros árboles, llaman capolocuilli , y también auatl; estos hacen capullos en los árboles, comen toda la verdura de los árboles, y se vuelven mariposas, no son de comer. Lib. 11, fol. 103, p. 255. r.</smal"
1579 Durán	1579-duran:000001	tlatlauhqui tezcatl	tlatlauhqui tezcatl	"espejo de resplandor encendido. espejo encendido. ""espejo rojo"	strongest	chronicle_narrative_terms	narrative_term_context	1	next-line	nahuatl	0	Tlatlauhqui tezcatl	", debajo de los cuales nombres le adoraban como a trinidad, y, por otra manera, Tota, Topiltzin y Yollometl que quiere decir ""padre, hijo y el corazón de ambos a dos"" a quien se hacía la fiesta presente. A veinte de marzo, un día después que ahora la iglesia sagrada celebra la fiesta del glorioso San José, celebran en esta tierra los indios una solemnísima fiesta y tan regocijada y ensangrentada y tan a costa de hombres, que no había otra más que ella. Llamábanla Tlacaxipeualiztli que quiere decir ""desollamiento de hombres"", y era la primera fiesta del año de las del número de su calendario, que ellos celebraban de veinte en veinte días. En la cual, de más de ser de las fiestas de este número celebraban en ella a un ídolo que, con ser uno, lo adoraban debajo de tres nombres, y, con tener tres nombres, lo adoraban por uno, casi a la misma manera que nosotros creemos en la Santísima Trinid"		"do. ""Espejo rojo"" De la gran fiesta que llamaban tlacaxipeualiztli, que quiere decir ""desollamiento de hombres"", en la cual solemnizaban un ídolo llamado Totec y Xipe y Tlatlauhqui tezcatl , debajo de los cuales nombres le adoraban como a trinidad, y, por otra manera, Tota, Topiltzin y Yollometl que quiere decir ""padre, hijo y el corazón de ambos a dos"" a quien se ha"
1579 Durán	1579-duran:000001	tlatlauhqui tezcatl	tlatlauhqui tezcatl	"espejo de resplandor encendido. espejo encendido. ""espejo rojo"	strongest	chronicle_narrative_terms	narrative_term_context	2	next-line	nahuatl	0	Tlatlauhqui Tezcatl	". La declaración de los cuales nombres será necesario poner, para que entendamos lo que quiere significar, y cómo todas las ceremonias y solemnidad se enderezaban a honor de estos tres nombres y de cada uno en particular ... Tlatlauhqui tezcatl , quiere decir ""espejo de resplandor encendido"". (T.1, p.95)"		tísima Trinidad, que es tres personas distintas y un solo Dios verdadero; así esta ciega gente creía en este ídolo ser uno por debajo de tres nombres, los cuales eran Totec, Xipe, Tlatlauhqui Tezcatl . La declaración de los cuales nombres será necesario poner, para que entendamos lo que quiere significar, y cómo todas las ceremonias y solemnidad se enderezaban a honor de estos
1579 Durán	1579-duran:000001	tlatlauhqui tezcatl	tlatlauhqui tezcatl	"espejo de resplandor encendido. espejo encendido. ""espejo rojo"	strongest	chronicle_narrative_terms	narrative_term_context	3	next-line	nahuatl	0	Tlatlauhqui tezcatl	", quiere decir ""espejo de resplandor encendido"". (T.1, p.95)"		"ecesario poner, para que entendamos lo que quiere significar, y cómo todas las ceremonias y solemnidad se enderezaban a honor de estos tres nombres y de cada uno en particular ... Tlatlauhqui tezcatl , quiere decir ""espejo de resplandor encendido"". (T.1, p.95) Al referirse a la invitación que hizo Axayacatl a los señores de Cempoala y Quiahuiztlán para presenciar el sacri"
1579 Durán	1579-duran:000001	tlatlauhqui tezcatl	tlatlauhqui tezcatl	"espejo de resplandor encendido. espejo encendido. ""espejo rojo"	strongest	chronicle_narrative_terms	narrative_term_context	4	next-line	nahuatl	0	Tlatlauhqui tezcatl	", que por otro nombre así le llamaban, que quiere decir ""espejo encendido"". Y llegada la hora del sacrificio, sacaron todos los presos y pusiéronlos en ringlera en el lugar de las Calaveras -que así lo llamaban- y pusiéronles unos bragueros de papel pintado y embijáronlos de pies a cabeza con yeso blanco y las cabezas untáronselas con hule derretido y emplumáronselas con plumas de gallina, y las caras se las untaron con el mismo betún de hule. (T.II, p. 277)"		"tlatzincas, a fin de que tomaran gran temor de los mexicanos, dice Aposentados los huéspedes y habiéndolos dado todo lo necesario, y llegado el día de la celebración de la fiesta Tlatlauhqui tezcatl , que por otro nombre así le llamaban, que quiere decir ""espejo encendido"". Y llegada la hora del sacrificio, sacaron todos los presos y pusiéronlos en ringlera en el lugar de las"
1580 Sahagún/Máynez	1580-sahagun-maynez:000027	tlatlauhqui tezcatlipoca*	tlatlauhqui tezcatlipoca	el espejo humeante rojo	strongest	sahagun_narrative_terms	narrative_term_context	1	next-line	nahuatl	0	TLATLAUHQUI TEZCATLIPOCA*	": ""El espejo humeante rojo"""	(Tlatlauhqui Tezcatlipoca)	"TLATLAUHQUI TEZCATLIPOCA* : ""El espejo humeante rojo"" (Tlatlauhqui Tezcatlipoca) [Cuando los dioses esperaron que saliera el sol] Dicen que los que mira"
1580 Sahagún/Máynez	1580-sahagun-maynez:000027	tlatlauhqui tezcatlipoca*	tlatlauhqui tezcatlipoca	el espejo humeante rojo	strongest	sahagun_narrative_terms	narrative_term_context	2	next-line	nahuatl	0	(Tlatlauhqui Tezcatlipoca)	[Cuando los dioses esperaron que saliera el sol]	[Cuando los dioses esperaron que saliera el sol]	"TLATLAUHQUI TEZCATLIPOCA* : ""El espejo humeante rojo"" (Tlatlauhqui Tezcatlipoca) [Cuando los dioses esperaron que saliera el sol] Dicen que los que miraron, hacia el oriente, fueron quetzalcoatl: que también le llama hecatl: y"
1580 Sahagún/Máynez	1580-sahagun-maynez:000027	tlatlauhqui tezcatlipoca*	tlatlauhqui tezcatlipoca	el espejo humeante rojo	strongest	sahagun_narrative_terms	narrative_term_context	3		nahuatl	0	tlatlauhqui		Lib. 7, fol. 5, p. 231 r.	speraron que saliera el sol] Dicen que los que miraron, hacia el oriente, fueron quetzalcoatl: que también le llama hecatl: y otro que se llama totec, y por otro nombre tlatlauhqui tezcatlipoca . Lib. 7, fol. 5, p. 231 r.
1580 Sahagún/Máynez	1580-sahagun-maynez:000027	tlatlauhqui tezcatlipoca*	tlatlauhqui tezcatlipoca	el espejo humeante rojo	strongest	sahagun_narrative_terms	narrative_term_context	4		nahuatl	0	tezcatlipoca		Lib. 7, fol. 5, p. 231 r.	a el sol] Dicen que los que miraron, hacia el oriente, fueron quetzalcoatl: que también le llama hecatl: y otro que se llama totec, y por otro nombre tlatlauhqui tezcatlipoca . Lib. 7, fol. 5, p. 231 r.
1580 Sahagún/Máynez	1580-sahagun-maynez:000028	tlatlauhqui tezontzapotl	tlatlauhqui tezontzapotl	zapote rojo rasposo	strongest	sahagun_narrative_terms	narrative_term_context	1	next-line	nahuatl	0	(Tlatlauhqui tezontzapotl)	Usaban también comer los señores, muchas maneras de frutas, una de ellas se llama tlatlauhqui tezontzapotl , quiere decir tzapotes colorados por de dentro, y por de fuera pardillos, y ásperos.	Lib. 8, fol. 24, p. 274 r.	"TLATLAUHQUI TEZONTZAPOTL: ""Zapote rojo rasposo"" (Tlatlauhqui tezontzapotl) Usaban también comer los señores, muchas maneras de frutas, una de ellas se llama tlatlauhqui tezontzapotl , quiere decir tzapotes colorados por de dentro, y"
1580 Sahagún/Máynez	1580-sahagun-maynez:000028	tlatlauhqui tezontzapotl	tlatlauhqui tezontzapotl	zapote rojo rasposo	strongest	sahagun_narrative_terms	narrative_term_context	2	next-line	nahuatl	0	tlatlauhqui tezontzapotl	, quiere decir tzapotes colorados por de dentro, y por de fuera pardillos, y ásperos.	Lib. 8, fol. 24, p. 274 r.	"EZONTZAPOTL: ""Zapote rojo rasposo"" (Tlatlauhqui tezontzapotl) Usaban también comer los señores, muchas maneras de frutas, una de ellas se llama tlatlauhqui tezontzapotl , quiere decir tzapotes colorados por de dentro, y por de fuera pardillos, y ásperos. Lib. 8, fol. 24, p. 274 r."
1629 Alarcón	1629-alarcon:000023	tlatlauhqui totonqui	tlatlauhqui totonqui	calor encendido	strongest	ritual_text_plus_spanish_explanation	paired_example	1	next-line	nahuatl	0	Tlacuel; tla xihuallauh, xoxouhqui cihualt; tla xicpehuiti, xoxouhqui totonqui, yayauhqui totonqui, tlatlauhqui totonqui cozauhqui totonqui; ye oncan nimitztitlan chicomoztoc. Amo quinmoztla, àmo quinhuiptla, niman axcan ticquixtic. Ac teotl, ac mahuiztli in ye quixpolloa motlachihualtzin. Nomatca nèhuatl, ninahualteuctli.	Otros para el dicho mal de calenturas usan de ayudas usando por simples tal vez el dicho ololiuhqui o peyote y a veces el atlinan o otros simples; y o sea lo uno o lo otro, el modo es molerlo y desleírlo en agua fría y echarlo por ayuda, acompañada del encanto y conjuro siguiente: Ea ya ven, mujer verde, ve a quitar al calor verde, al calor pardo, al calor encendido, al calor amarillo, que para este efecto te envío a las siete cuevas; lo que te mando, no lo difieras para mañana, o esotro día, luego al punto lo has de hacer: quién es el Dios, o el tan poderoso, que ya destruye la hechura de tus manos, yo lo mando el príncipe de los encantos.		CALOR ENCENDIDO Tlacuel; tla xihuallauh, xoxouhqui cihualt; tla xicpehuiti, xoxouhqui totonqui, yayauhqui totonqui, tlatlauhqui totonqui cozauhqui totonqui; ye oncan nimitztitlan chicomoztoc. Amo quinmoztla, àmo quinhuiptla, niman axcan ticquixtic. Ac teotl, ac mahuiztli in ye quixpolloa motlachihualtzin. Nomatca nèhuatl, ninahualteuctli. Otros para el dicho mal de calenturas usan de ayudas usando por simples tal vez el dicho ololiuhqui o peyote y a veces el atlinan o otros simples; y o sea lo uno o lo otro, el
1580 Sahagún/Máynez	1580-sahagun-maynez:000029	tlatlauhquitepec	tlatlauhquitepec	en el cerro rojo	strongest	sahagun_narrative_terms	narrative_term_context	1	next-line	nahuatl	0	(Tlatlauhquitepec)	Esta piedra se hace hacia xalapan, y ytztepec, y tlatlauhquitepec.	[Al referirse a la piedra medicinal quiauhteocuitlatl]	"TLATLAUHQUITEPEC: ""En el cerro rojo"" (Tlatlauhquitepec) [Al referirse a la piedra medicinal quiauhteocuitlatl] Esta piedra se hace hacia xalapan, y ytztepec, y tlatlauhquitepec. Lib. 11"
1580 Sahagún/Máynez	1580-sahagun-maynez:000029	tlatlauhquitepec	tlatlauhquitepec	en el cerro rojo	strongest	sahagun_narrative_terms	narrative_term_context	2		nahuatl	0	tlatlauhquitepec.		Lib. 11, fol. 178, p. 330 r.	"o"" (Tlatlauhquitepec) [Al referirse a la piedra medicinal quiauhteocuitlatl] Esta piedra se hace hacia xalapan, y ytztepec, y tlatlauhquitepec. Lib. 11, fol. 178, p. 330 r."
1598 Tezozomoc	1598-tezozomoc:000016	tlatlauhquitepec	tlatlauhquitepec	topónimo	strongest	chronicle_narrative_terms	narrative_term_context	1	next-line	nahuatl	0	Tlatlauhquitepec	y luego el de Tepeacac y luego el de Piaztlan, luego el de Tlaapan y Tlalcozauhtitlan y el de Chiauhtla y el de Cohuixco, Tepecuacuilcatl, Teotliztacan, y Nochtepec, Tzacualpan, Cuauhnahuac, Yauhtepec, Guaxtepec, Yacapichtl, Matlatzinco y Xocotitlam, Jilotepec, Atucpan, Xochimilco, con todos los chinanpanecas, excepto los de Azcapotzalco, Coyoacán, Chalco, Cuauhtitlan, con todos los otros traseros, serán los postreros (f:094v.)	(f:094v.)	y señores, y luego vendrá, acabado vos, el mayordomo de Chinantla y luego el de Coayxtlahuacan, luego el de Tuchpanecatl y luego el de Tuchtepec, luego el de Tziuhcoacatl y el de Tlatlauhquitepec y luego el de Tepeacac y luego el de Piaztlan, luego el de Tlaapan y Tlalcozauhtitlan y el de Chiauhtla y el de Cohuixco, Tepecuacuilcatl, Teotliztacan, y Nochtepec, Tzacualpan, C
1598 Tezozomoc	1598-tezozomoc:000017	tlatlauhquitezcatl	tlatlauhquitezcatl	colorado espejo	strongest	chronicle_narrative_terms	narrative_term_context	1	equals	nahuatl	0	Tlatlauhquitezcatl	] león con él, y si le acierta el león y le da al miserable indio un golpe con la macana de navaja o cae luego en el suelo, aguijan luego cuatro o cinco llamados	(f:064r.)	"a los dos señores Tlehuitzillin; les dijeron: ""Sabréis, señores"", [65r=] después de haberles saludado, ""como el rey Axayaca dice que es llegada la gran fiesta de Tlatlauhquitezcatl (el Colorado espejo), porque delante de ellos hemos de celebrar esta gran fiesta, para que vean la manera de ella, y que os aguardan, y para que vengan a hacer humillación y vasal"
1598 Tezozomoc	1598-tezozomoc:000017	tlatlauhquitezcatl	tlatlauhquitezcatl	colorado espejo	strongest	chronicle_narrative_terms	narrative_term_context	2	next-line	mixed	0	cuacuacuiltin	, llevan sus calabacillos colgados de piciete, van teñidos y ahumados, y arrebatan al miserable y le ata pies y manos y una venda los ojos que llaman ixcuatechimalli , y amarrado, le estiran mucho de los brazos y de los pies, cuatro de un lado, cuatro de otro, lo descoyuntan, y en un improviso le abre el pecho con un navajón de ancha navaja y le sacan muy de presto el corazón y lo llevan al agujero del brasero y con la sangre del miserable rocían al ídolo Huitzilopochtli primero y luego al otro ídolo, nuevo dios, Tlatlauhquitezcatl , y luego traen los cuacuacuiles el cuerpo del miserable y lo echan al paredón del templo llaman tzonpantitlan , y, por lo consiguiente, acabado esto, llevan otro miserable al matadero, de muerte tan cruda los crueles carniceros hacen sus próximos sin merecer mal alguno, sólo por la gloria del gran diablo Huitzilopochtli, que esto es a lo que		mall>[66r=] león con él, y si le acierta el león y le da al miserable indio un golpe con la macana de navaja o cae luego en el suelo, aguijan luego cuatro o cinco llamados cuacuacuiltin , llevan sus calabacillos colgados de piciete, van teñidos y ahumados, y arrebatan al miserable y le ata pies y manos y una venda los ojos que llaman ixcuatechimalli , y amar
1598 Tezozomoc	1598-tezozomoc:000017	tlatlauhquitezcatl	tlatlauhquitezcatl	colorado espejo	strongest	chronicle_narrative_terms	narrative_term_context	3	next-line	mixed	0	ixcuatechimalli	, y amarrado, le estiran mucho de los brazos y de los pies, cuatro de un lado, cuatro de otro, lo descoyuntan, y en un improviso le abre el pecho con un navajón de ancha navaja y le sacan muy de presto el corazón y lo llevan al agujero del brasero y con la sangre del miserable rocían al ídolo Huitzilopochtli primero y luego al otro ídolo, nuevo dios, Tlatlauhquitezcatl , y luego traen los cuacuacuiles el cuerpo del miserable y lo echan al paredón del templo llaman tzonpantitlan , y, por lo consiguiente, acabado esto, llevan otro miserable al matadero, de muerte tan cruda los crueles carniceros hacen sus próximos sin merecer mal alguno, sólo por la gloria del gran diablo Huitzilopochtli, que esto es a lo que trajo a los gentiles mexicanos de su tierra Aztlan Chicomoztoc (f:065r.)		llamados cuacuacuiltin , llevan sus calabacillos colgados de piciete, van teñidos y ahumados, y arrebatan al miserable y le ata pies y manos y una venda los ojos que llaman ixcuatechimalli , y amarrado, le estiran mucho de los brazos y de los pies, cuatro de un lado, cuatro de otro, lo descoyuntan, y en un improviso le abre el pecho con un navajón de ancha navaja y l
1598 Tezozomoc	1598-tezozomoc:000017	tlatlauhquitezcatl	tlatlauhquitezcatl	colorado espejo	strongest	chronicle_narrative_terms	narrative_term_context	4	next-line	nahuatl	0	Tlatlauhquitezcatl	, y luego traen los cuacuacuiles el cuerpo del miserable y lo echan al paredón del templo llaman tzonpantitlan , y, por lo consiguiente, acabado esto, llevan otro miserable al matadero, de muerte tan cruda los crueles carniceros hacen sus próximos sin merecer mal alguno, sólo por la gloria del gran diablo Huitzilopochtli, que esto es a lo que trajo a los gentiles mexicanos de su tierra Aztlan Chicomoztoc (f:065r.)	(f:065r.)	aja y le sacan muy de presto el corazón y lo llevan al agujero del brasero y con la sangre del miserable rocían al ídolo Huitzilopochtli primero y luego al otro ídolo, nuevo dios, Tlatlauhquitezcatl , y luego traen los cuacuacuiles el cuerpo del miserable y lo echan al paredón del templo llaman tzonpantitlan , y, por lo consiguiente, acabado esto, llevan otro miserable a
1598 Tezozomoc	1598-tezozomoc:000017	tlatlauhquitezcatl	tlatlauhquitezcatl	colorado espejo	strongest	chronicle_narrative_terms	narrative_term_context	5	next-line	mixed	0	tzonpantitlan	, y, por lo consiguiente, acabado esto, llevan otro miserable al matadero, de muerte tan cruda los crueles carniceros hacen sus próximos sin merecer mal alguno, sólo por la gloria del gran diablo Huitzilopochtli, que esto es a lo que trajo a los gentiles mexicanos de su tierra Aztlan Chicomoztoc (f:065r.)	(f:065r.)	uitzilopochtli primero y luego al otro ídolo, nuevo dios, Tlatlauhquitezcatl , y luego traen los cuacuacuiles el cuerpo del miserable y lo echan al paredón del templo llaman tzonpantitlan , y, por lo consiguiente, acabado esto, llevan otro miserable al matadero, de muerte tan cruda los crueles carniceros hacen sus próximos sin merecer mal alguno, sólo por la gloria
1645 Carochi	1645-carochi:000041	tlātlauhtia, nic	tlatlauhtia	hacer oración / rogar / orar	sentence-heavy	grammar_examples	paired_example	1	equals	nahuatl	0	nitlátlātlauhtia	yo hago oración	(3.4.1)	HACER ORACIÓN nitlátlātlauhtia = yo hago oración (3.4.1) tlatlātlauhtiliztli = oración (3.4.1) ROGAR --cuix huel ti
1645 Carochi	1645-carochi:000041	tlātlauhtia, nic	tlatlauhtia	hacer oración / rogar / orar	sentence-heavy	grammar_examples	paired_example	2	equals	nahuatl	0	tlatlātlauhtiliztli	oración	(3.4.1)	HACER ORACIÓN nitlátlātlauhtia = yo hago oración (3.4.1) tlatlātlauhtiliztli = oración (3.4.1) ROGAR --cuix huel ticchīhuaz in tlein ic ōnimitztlātlauhtī? --ca àhuel nicchīhuaz = --podrás hacer lo
1645 Carochi	1645-carochi:000041	tlātlauhtia, nic	tlatlauhtia	hacer oración / rogar / orar	sentence-heavy	grammar_examples	paired_example	3	equals	nahuatl	0	--cuix huel ticchīhuaz in tlein ic ōnimitztlātlauhtī? --ca àhuel nicchīhuaz	--podrás hacer lo que te he rogado? --no lo puedo, o no lo podré hacer	(5.5.8)	átlātlauhtia = yo hago oración (3.4.1) tlatlātlauhtiliztli = oración (3.4.1) ROGAR --cuix huel ticchīhuaz in tlein ic ōnimitztlātlauhtī? --ca àhuel nicchīhuaz = --podrás hacer lo que te he rogado? --no lo puedo, o no lo podré hacer (5.5.8) Mā nopampa xicmotlatlauhtili in Totēcuiyo = Ruega
1645 Carochi	1645-carochi:000041	tlātlauhtia, nic	tlatlauhtia	hacer oración / rogar / orar	sentence-heavy	grammar_examples	paired_example	4	equals	nahuatl	0	Mā nopampa xicmotlatlauhtili in Totēcuiyo	Ruega por mí a nuestro Señor	(1.6.1)	īhuaz in tlein ic ōnimitztlātlauhtī? --ca àhuel nicchīhuaz = --podrás hacer lo que te he rogado? --no lo puedo, o no lo podré hacer (5.5.8) Mā nopampa xicmotlatlauhtili in Totēcuiyo = Ruega por mí a nuestro Señor (1.6.1) ORAR in ye ic expa motlátlātlauhtilìtìcaya in Totēcuiyo, yequénè moquīxtìtihuetzico in ītla
1645 Carochi	1645-carochi:000041	tlātlauhtia, nic	tlatlauhtia	hacer oración / rogar / orar	sentence-heavy	grammar_examples	paired_example	5	equals	nahuatl	0	in ye ic expa motlátlātlauhtilìtìcaya in Totēcuiyo, yequénè moquīxtìtihuetzico in ītlachīhualtzin in Angel	a la tercera vez, que oró Nuestro Señor, vino finalmente, el Angel criatura suya	(5.5.3)	(5.5.8) Mā nopampa xicmotlatlauhtili in Totēcuiyo = Ruega por mí a nuestro Señor (1.6.1) ORAR in ye ic expa motlátlātlauhtilìtìcaya in Totēcuiyo, yequénè moquīxtìtihuetzico in ītlachīhualtzin in Angel = a la tercera vez, que oró Nuestro Señor, vino finalmente, el Angel criatura suya (5.5.3)
1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:000027	tlatlauhtia, nic	tlatlauhtia	rogar	sentence-heavy	legal_document_sentences	paired_example	1	next-line	nahuatl	0	Auh in tomines yehuatl omacoc Cristoval Riverio mayordomo del convento de Sanctiago auh testigos ca amo quimati in tlacuilolli oquitlatlauhtique in señor Jhoan de Tovar Inic impampa mofirmatiz fecha ut supra. Firmas Christoval Riveiro Juan de Tovar. Pasó ante mi Martín Frias de la Cruz escribano nombrado.	Y los dichos veinte pesos se entregaron a Christoval Ribeiro mayordomo de el convento de Santiago Tlalilulco y por que los testigos no supieron firmar rogaron a Joan de Tovar lo firmase por ellos. Fecho ut supra Christoval Ribeiro Joan de Tovar paso ante mí Martín Frias de la Cruz escribano nombrado.	(Información sobre el cumplimiento del testamento de Angelina de la Cruz. Año 1579, [783])	ROGAR Auh in tomines yehuatl omacoc Cristoval Riverio mayordomo del convento de Sanctiago auh testigos ca amo quimati in tlacuilolli oquitlatlauhtique in señor Jhoan de Tovar Inic impampa mofirmatiz fecha ut supra. Firmas Christoval Riveiro Juan de Tovar. Pasó ante mi Martín Frias de la Cruz escribano nombrado. Y los dichos veinte pesos se entregaron a Christoval Ribeiro mayordomo de el convento de Santiago Tlalilulco y por que los testigos no supieron firmar rogaron a Joan de Tovar l
1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:000027	tlatlauhtia, nic	tlatlauhtia	rogar	sentence-heavy	legal_document_sentences	paired_example	2	next-line	nahuatl	0	Oquito in testigo ca uel melaoac inic onoconan juramento inic onitlatolmelauh in ye ninemi tlalticpac ye napoalxiuitl auh inic nicneltilia notlatol zan onictlatlauhti in escribano nopampa quitlalia notoca yoan nofirma ipampa amo nicmati nitlacuiloz don Gaspar de Mendoza Pedro Daniel nixpan Francisco Millan escribano.	Y esto sabe y es la verdad para el juramento que hizo en lo cual se afirmó y ratificó y dijo es de edad de ochenta años y rogue al escribano lo firmase por mí porque no se escribir. Don Gaspar de Mendoza, Pedro Daniel. Ante mí Francisco Millan, escribano.	(Posesión de casas y terrenos dada a María Gerónima y contradicción de Magdalena Inés. Información tomada a cinco testigos. Año 1592, [822])	Tovar paso ante mí Martín Frias de la Cruz escribano nombrado. (Información sobre el cumplimiento del testamento de Angelina de la Cruz. Año 1579, [783]) Oquito in testigo ca uel melaoac inic onoconan juramento inic onitlatolmelauh in ye ninemi tlalticpac ye napoalxiuitl auh inic nicneltilia notlatol zan onictlatlauhti in escribano nopampa quitlalia notoca yoan nofirma ipampa amo nicmati nitlacuiloz don Gaspar de Mendoza Pedro Daniel nixpan Francisco Millan escribano. Y esto sabe y es la verdad para el juramento que hizo en lo cual se afirmó y ratificó y dijo es de edad de ochenta años y rogue al escribano lo firmase por mí porque no se escr
1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:000028	tlatlauhtia, nite	tetlatlauhtia	rogar	sentence-heavy	legal_document_sentences	paired_example	1	next-line	nahuatl	0	Auh inic niquitlanico justicia in ye axcan yey mestli inic nimixiuh auh ye nechtlatlauhtia in nohuepol catca itoca Juan Ecapitzac onomixiuh in inamic auh nechilhui ma oc ompan oncallaqui in amochatzinco oc oncan nontlacuatequiz auh tel niman ic onpa callaque in tochan.	Y que ahora poco ha que puede haber tres meses estando yo parida fue a mi un cuñado mío llamado Juan Ecapitzac e me rogó que por cuanto su mujer estaba rezien parida y para bautizar les dejase entrar en la dicha mi casa e yo les dije que estuviesen en ella y así estuvieron en la dicha casa.	(Información sobre la propiedad de Ana Xoco, presentada por tres testigos : Juan Cano, habitante de San Juan Tzapotla, Martín Jacobo y Juan Mazatl, habitantes de Atlixocan. Año 1569, [211])	ROGAR Auh inic niquitlanico justicia in ye axcan yey mestli inic nimixiuh auh ye nechtlatlauhtia in nohuepol catca itoca Juan Ecapitzac onomixiuh in inamic auh nechilhui ma oc ompan oncallaqui in amochatzinco oc oncan nontlacuatequiz auh tel niman ic onpa callaque in tochan. Y que ahora poco ha que puede haber tres meses estando yo parida fue a mi un cuñado mío llamado Juan Ecapitzac e me rogó que por cuanto su mujer estaba rezien parida y para bau
1611 Arenas	1611-arenas:000039	tlatlauhtia, ni	tlatlauhtia	rogar	sentence-heavy	phrasebook_pairs	paired_example	1	equals	nahuatl	0	xiquilhui ca nitlatlauhtia	decidle que le ruego	(Palabras que se suelen decir cuando se embia a llamar a alguna persona, a saber del: 1, 69)	ROGAR xiquilhui ca nitlatlauhtia = decidle que le ruego (Palabras que se suelen decir cuando se embia a llamar a alguna persona, a saber del: 1, 69)
1611 Arenas	1611-arenas:000040	tlatlauhtia, nite	tetlatlauhtia	rogar	sentence-heavy	phrasebook_pairs	paired_example	1	equals	nahuatl	0	xiquilhui cenca nictlatlauhtia ma oc nican hualmohuica	decidle que le ruego yo que se llegue aquí	(Preguntas que se suelen hacer buscando a alguna persona en su casa: 1, 5)	ROGAR xiquilhui cenca nictlatlauhtia ma oc nican hualmohuica = decidle que le ruego yo que se llegue aquí (Preguntas que se suelen hacer buscando a alguna persona en su casa: 1, 5)
1611 Arenas	1611-arenas:000041	tlatlauhti[a]	tlatlauhtia	obligación [rogar]	sentence-heavy	phrasebook_pairs	paired_example	1	equals	nahuatl	0	huelitiz quichihuaz in tlein nictlatlauhtiz	tiene me obligación	(Palabras que se suelen decir en razón de amistad: 2, 111)	OBLIGACIÓN ROGAR huelitiz quichihuaz in tlein nictlatlauhtiz = tiene me obligación (Palabras que se suelen decir en razón de amistad: 2, 111)
