relation	token	guess	count	source	lemma	translation	guesses	rla_status	rla_match	review_bucket	bucket_reason
no-guess	ichpochxillantzinco		1	1759 Paredes	ichpoxillantzinco	se dice también ichpochxillantzinco		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ichpoxillantzinco		1	1759 Paredes	ichpochxillantzinco	se dice también ichpoxillantzinco, perdida la ch; por la siguiente x		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ihuiyoquiza		1	1571 Molina 2	ihuiyotia  =	Cf. ihuiyoquiza		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	inpiltzin		1	1629 Alarcón	piltzintli	criatura [Ver ipiltzin, inpiltzin]		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ipiltzin		1	1629 Alarcón	piltzintli	criatura [Ver ipiltzin, inpiltzin]		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	iuhc		1	1645 Carochi	iuhcan	véase iuhcän		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	iuhquin		1	1645 Carochi	iuhquin	véase iuhquin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	mahuizmaca		1	1571 Molina 2	mahuizomaca  =	Cf. mahuizmaca		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	mahuizpoloa		1	1571 Molina 2	mahuizopoloa  =	Cf. mahuizpoloa		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	mahuizpololo		1	1571 Molina 2	mahuizopololo  =	Cf. mahuizpololo		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	matlazincatl		1	1598 Tezozomoc	matalçingas	Cf. matlazincatl		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	mauizopololo		1	1571 Molina 2	mahuizpololo	lo mismo es que mauizopololo		not_in_rla		subtract_nahuatl_or_source	exact source-form token
no-guess	mauiztli		1	1565 Sahagún Escolios	mahuiztli teca	imprimir temor. o espanto, pt. mauiztli omotecac. (8)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	miquiztli		1	1547 Olmos_G	miquiztli	miquiliztli, vel (latín: o) miquiztli; muerte		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nachtze		1	1565 Sahagún Escolios	teachtze	el hermano mayor en linaje de oficio, dice la mujer nachtzin, ca. nachtze (1+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nauitzin		1	1565 Sahagún Escolios	teahui	tia, ca. Naui nauitzin (1)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	netlaquizahuiliztli		1	1571 Molina 2	netlac izahuiliztli  =	Cf. netlaquizahuiliztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nezahualcoyotzin		1	1598 Tezozomoc	neçalhuacoyotzin	Cf. nezahualcoyotzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ninotzatzili		1	1565 Sahagún Escolios	itech tzatzilia	gloria se de alguno diciendo que desciende del, pt. ytech ninotzatzili (6)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ninozihuauhtia		1	17?? Bnf_362	cihuauhtia	Casarse, suelen individuarse los sexos diciendo los hombres Ninozihuauhtia		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nipetzini		1	1565 Sahagún Escolios	petzini	asomar, pt. onipetzin (24) / nipetzini. pt. onipetzin. asomar se cualquiera cosa (e)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	niquiza		1	1571 Molina 2	topan ninochihua  =	Cf. tepan niquiza		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nixquamoltzin		1	1565 Sahagún Escolios	ixcuamoltzin	persona que procede de otro, como los barbas y cejas procede de la cara, ca. nixquamoltzin (3+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nocalpanpiltzin		1	1565 Sahagún Escolios	calpan pilli	[hijo o hija bastardos] ídem [ychtacaconetl], ca. nocalpanpiltzin (7)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nochicauacatzin		1	1565 Sahagún Escolios	chicahuac	cosa dura, ca. nochicauacatzin {nochicauatzin} (2) / cosa que tiene la carne dura de vejez, ca. nochicavacauh (3) / cosa recia o fuerte, ca. nochicauacauh, nochicacticauh (2)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nochicauatzin		1	1565 Sahagún Escolios	chicahuac	cosa dura, ca. nochicauacatzin {nochicauatzin} (2) / cosa que tiene la carne dura de vejez, ca. nochicavacauh (3) / cosa recia o fuerte, ca. nochicauacauh, nochicacticauh (2)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nocitzin		1	1565 Sahagún Escolios	citli	abuela, ca. noci, nocitzin (1)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nomecapiltzin		1	1565 Sahagún Escolios	mecapilli	[hijo o hija bastardos] ídem [ychtacaconetl], ca., nomecapiltzin (10)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nonantzin		1	1565 Sahagún Escolios	nantli	Madre, ca. nona, nonan, nonantzin (1)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nonenquizcauh		1	1565 Sahagún Escolios	nenquizqui	persona inútil, ca. nonenquizcauh (33)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nonetequizpan		1	1565 Sahagún Escolios	netetequizpan	la hora de echarse a dormir, ca. nonetequizpan (5)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nopilhuacatzin		1	1565 Sahagún Escolios	pilhua	cosa que tiene hijos, ca. nopilhuacauh (2) {madre de mis hijos} / persona que tiene hijos o hijas, ca. nopilhuacauh, nopilhuatzin, nopilhuacatzin (18)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nopilhuatzin		1	1565 Sahagún Escolios	pilhua	cosa que tiene hijos, ca. nopilhuacauh (2) {madre de mis hijos} / persona que tiene hijos o hijas, ca. nopilhuacauh, nopilhuatzin, nopilhuacatzin (18)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nopiltzin		1	1565 Sahagún Escolios	tecuneuh  +	Hijo o hija, ca. nopiltzin nocuneuh (1)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	nopotzin		1	17?? Bnf_362bis	po	saltillo en la ô. Esta particula se puede usar opor si sola, o compuesta con todo género de nombres. De cualquiera manera pide los semipronombres no, mo, i etcetera y significa iguladad o semejanza, loqual declara mejor los ejemplos. Por si sola se usa así: No		not_in_rla		subtract_taxonomy_latin	scientific/taxonomic context
no-guess	noquixtilpiltzin		1	1565 Sahagún Escolios	quixtilpilli	muchacho o muchacha que imita la nobleza, ca., noquixtilpiltzin (4+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	noteavilizittacauh		1	1565 Sahagún Escolios	teahuilizittani	persona desperdiciadora que no se da nada por ninguna cosa, ca. noteavilizittacauh (24)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notemiquiztemachicauh		1	1565 Sahagún Escolios	temiquiztemachiyani	persona que desea la muerte a otro, ca. notemiquitlancauh, notemiquiztemachicauh (12)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notentzontzin		1	1565 Sahagún Escolios	tentzontzin	persona que procede de otro, como los barbas y cejas procede de la cara, ca. notentzontzin (3-)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	noteputzecauh		1	1565 Sahagún Escolios	tepotze	el que rige o sustenta algún cargo, estos tres vocablos [cuexane, teputze, macuche] andan siempre juntos, ca. noteputzecauh, (9+) / persona que lleva algo a cuestas (18)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notetzatzilicauh		1	1565 Sahagún Escolios	tetzatziliani	persona que manda lo que se ha de hacer en casa, ca. notetzatzilicauh (27+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notlaavilizittacauh		1	1565 Sahagún Escolios	tlaahuilizittani	cosa desperdiciadora, ca. notlaavilizittacauh (1)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notlamauiztilicauh		1	1565 Sahagún Escolios	tlamahuiztiliani	cosa reverente, ca. notlamauiztilicauh (16)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notlauelilocapiltzin		1	1565 Sahagún Escolios	tepiltzin  +	hijo, ca. notlauelilocapiltzin (26)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notlauizcal		1	1565 Sahagún Escolios	tlahuizcalli	el alba del día, ca. notlauizcal. (54)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notzecauh		1	1565 Sahagún Escolios	ootzti	hembra preñada, ca. notzecauh. (5)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notzicuevallo		1	1565 Sahagún Escolios	tetzicuehuallo	quebradura de la piedra que se labra o nieto o hijo, ca. notzicuevallo (5)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notzitzicacecauh		1	1565 Sahagún Escolios	tzitzicace	persona que reprehende y castiga, ca. notzitzicacecauh (9)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notzitzicaz		1	1565 Sahagún Escolios	atl cecec tzitzicaztli	castigo o corrección, ca. nalceceuh {nalcececauh} notzitzicaz (44)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	notzitzimiuh		1	1565 Sahagún Escolios	tzitzitzimi	demonio o diablo, ca. notzitzimiuh (33)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	noxuiuhticatzin		1	1565 Sahagún Escolios	ixhuiuhticatzin	Nieto o nieta, ca. noxuiuhticatzin (1+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	noxviuhtzin		1	1565 Sahagún Escolios	ixhuiuhtzin	Nieto o nieta, ca. noxviuhtzin (1+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ntzinco		1	1645 Carochi	tollantzincatl	natural de Tölläntzinco		not_in_rla		subtract_nahuatl_or_source	exact source-form token
no-guess	omotzineuh		1	1565 Sahagún Escolios	tzinehua	entrarse, pt. omotzineuh (34+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onauilquiztine		1	1565 Sahagún Escolios	ahuilquiztinemi	ser pública pecadora o pecador, pt. onauilquiztine{n} (12)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onictzineuh		1	1565 Sahagún Escolios	tzinehua	volverlo de arriba abajo. o trastorna algo, pt. onictzineuh. (60)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onimauhcaquiz		1	1565 Sahagún Escolios	mauhcaquiza	Salir de alguna parte con miedo, pt. onimauhcaquiz. (24)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	oninenquiz		1	1565 Sahagún Escolios	nenquiza	trabajar en balde, pt. onenquiz { oninenquiz }(36)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	oninotlalotiquiz		1	1565 Sahagún Escolios	tlalotiquiza	huir, pt. oninotlalotiquiz. (92)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitemiquiztemachi		1	1565 Sahagún Escolios	miquiztemachiya	desear la muerte a alguno, pt. onitemiquiztemachi (13)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitenpatziuh		1	1565 Sahagún Escolios	tempatzihui	Nacer boquituerto, pt. onitenpatziuh (17-)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitetzatzili		1	1565 Sahagún Escolios	tzatzilia	bocear, pt. onitetzatzili. (10)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitetzitzicazui		1	1565 Sahagún Escolios	tzitzicazhuia	herir con ortigas o castigar con palabras penosas, pt. onitetzitzicazui (8)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlaauilizittac		1	1565 Sahagún Escolios	tlaahuilizitta	desperdiciar, pt. onitlaauilizittac (3)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlacatzinti		1	1565 Sahagún Escolios	tlacatzintia	empezar la generación, pt. onitlacatzinti (7+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlailiuizvi		1	1565 Sahagún Escolios	tlailihuizhuia	ser arrojado o precipitado, pt. onitlailiuizvi (50)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlamauiztili		1	1565 Sahagún Escolios	tlamahuiztilia	reverenciar o honrar, pt. onitlamauiztili (17)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlateputzito		1	1565 Sahagún Escolios	tepotzitoa	murmurar, pt. onitlateputzitto { onitlateputzito }(36)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlateputzitto		1	1565 Sahagún Escolios	tepotzitoa	murmurar, pt. onitlateputzitto { onitlateputzito }(36)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlatzinti		1	1565 Sahagún Escolios	tzintia	principiar, pt. onitlatzinti (7-)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlatzitzicuini		1	1565 Sahagún Escolios	tzitzicuinia	rociar con sangre, con el golpe del dedo medio resoltido sobre el pulgar, pt. onitlatzitzicuini. (21)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlatziuh		1	1565 Sahagún Escolios	tlatzihui	hacerse inútil o infructuoso o impotente, pt. onitlatziuh (6)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitlatzotzopotzine		1	1565 Sahagún Escolios	tlatzotzopotzinemi	andar revolviendo el agua andando debajo de ella, pt. onitlatzotzopotzine. (41+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitzatzic		1	1565 Sahagún Escolios	tzatzi	vocear, pt. onitzatzic}		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitzincholo		1	1565 Sahagún Escolios	tzincholoa	saltar atrás, pt. onitzincholo. (6+)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onitzinquiz		1	1565 Sahagún Escolios	tzinquiza	excusarse, pt. onitzinquiz (34)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onivaltzincholo		1	1565 Sahagún Escolios	hualtzincholoa	saltar atrás, pt. onivaltzincholo (6-)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onivaltzinquiz		1	1565 Sahagún Escolios	hualtzinquiza	recular o volver atrás, pt. onivaltzinquiz. onivaltziniloth (100-)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	onixpatziuh		1	1565 Sahagún Escolios	ixpatzihui	Nacer bizco, pt. onixpatziuh (18-)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ontzitzicuin		1	1565 Sahagún Escolios	tzitzicuini	rociar con alguna cosa, pt. ontzitzicuin. (34)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	oquichtzintli		1	1759 Paredes	oquitzintli	es oquichtzintli; y pierde la ch por la siguiente tz / oquich pierde la ch		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	oquiz		1	1565 Sahagún Escolios	calaqui  +	por una oreja le entra y por otra le sale el buen consejo, pt. oquiz ocalac (43)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	otlachoquiztleuac		1	1565 Sahagún Escolios	tlachoquiztlehua	todos lloran a voces, pt. otlachoquiztleuac}		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	otlauizcalleuac		1	1565 Sahagún Escolios	tlahuizcalehua	asoma el alba, pt. otlauizcalleuac. (9)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	otzatziuac		1	1565 Sahagún Escolios	tzatzihua	todos dan voces, pt. otzatziuac (16)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	oualacoquiz		1	1565 Sahagún Escolios	hualacoquiza	se sube en alto, pt. oualacoquiz (22)		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	pachihuiz		1	1780 Clavijero	auh	Partícula equivalente al veró de los latinos. Cenca nimitztlazotla; auh inic moyollo pachihuiz, etcétera. Mucho te amo, y para que te satisfagas, etcétera. Auh quen tihuitz. ¿Y bien cómo vienes?		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	pacxantzin		1	1780 Clavijero	tenextlacotl	Véase Pacxantzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	pahuetzi		1	1571 Molina 2	panhuetzi  =	Cf. pahuetzi		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	panuetzi		1	1571 Molina 2	pahuetzi	lo mismo es que panuetzi.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	piltzin		1	1551-95 Documentos nahuas de la Ciudad de México	ipiltzin	ver -piltzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	piltzinteuctl		1	1629 Alarcón	chicome xochitl	al venado llaman ahora Piltzinteuctl) / Chicome Xochitl		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	piltzinteuctli		1	1629 Alarcón	piltzinteuctli	él que ahora es venado en le primer siglo del venado se llamaba Piltzinteuctli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	piltzintia		1	1571 Molina 2	pilpepenia  =	Cf. piltzintia		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	pixquizpan		1	1571 Molina 2	pixquipan  =	Cf. pixquizpan		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	quanatzinca		1	1571 Molina 2	cuatlapanca;  +	lo mismo es que quanatzinca.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	quetzalhuitzitzil		1	1598 Tezozomoc	huitziltlachihualli	pluma muy menuda del quetzalhuitzitzil (sinzón), pájaro muy pequeño, relumbrante, que parecía de oro		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	quiquiza		1	1571 Molina 2	cuacualli atl quiquiza  =	Cf. quiquiza incuacualli atl		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	quiztihuetzi		1	1571 Molina 2	quiztiquiza  =	Cf. quiztihuetzi		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	quiztihuetziliztli		1	1571 Molina 2	quiztiquizaliztli  =	Cf. quiztihuetziliztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	quiztiquiçaliztli		1	1571 Molina 2	quiztihuetziliztli	lo mismo es que quiztiquiçaliztli.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	taziticatian		1	1598 Tezozomoc	taçiticatyan	Cf. taziticatian		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tecihuanitzin		1	1598 Tezozomoc	teçicuanitzin	Cf. tecihuanitzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tehuizote		1	1984 Tzinacapan	tehuizotl	Tehuizote ( palma pequeña)		not_in_rla		subtract_regional_or_domain	modern/regional/domain vocabulary
no-guess	tentliltzin		1	1598 Tezozomoc	tentlitzin	Cf. tentliltzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	teotzinitzcan		1	1580 Sahagún/Máynez	teotzinitzcan	"Ave divina ""Teotzinitzcan legítimo"""		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tepitzin		1	17?? Bnf_362bis	tepiton	lo mismo que tepitzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	teteuhtzitzquia		1	1571 Molina 2	teteuhquitzquia  =	Cf. teteuhtzitzquia		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tetzatziliani		1	1571 Molina 2	tetzatziliqui	lo mismo es que tetzatziliani.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tetzatziliqui		1	1571 Molina 2	tetzatziliani  =	Cf. tetzatziliqui		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tetzauhmauiztic		1	1571 Molina 2	tetzauhtlamahuizolli	lo mismo es que tetzauhmauiztic.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tetzauhtlamahuizolli		1	1571 Molina 2	tetzauhmahuiztic  =	Cf. tetzauhtlamahuizolli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	timiquiz		1	17?? Bnf_362bis	iciuhca,	(con ä larga y grave), presto, con presteza. Ma iciuhcä ximonahuatitehua, ca iciuhca timiquiz. haz presto tu testamento, porque en breve morirás		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tizocicatzin		1	1598 Tezozomoc	tiçoçicatzin	Cf. tizocicatzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlacuauhtzitzquia		1	1571 Molina 2	tlacuauhquitzquia  =	Cf. tlacuauhtzitzquia		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlahuiltetzin		1	1598 Tezozomoc	tlaahuiltetzin	Cf. tlahuiltetzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlalcocoltzin		1	1780 Clavijero	cocoltzin	Véase Tlalcocoltzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlamahuiztililli		1	1571 Molina 2	tlamahuizotilli  =	Cf. tlamahuiztililli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlamatzinco		1	1580 Sahagún/Máynez	tlamatzincatl	El de Tlamatzinco		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlanatonauiztli		1	1571 Molina 2	tlancoacihuiztli	lo mismo es que tlanatonauiztli.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlancoacihuiztli		1	1571 Molina 2	tlanatonahuiztli  =	Cf. tlancoacihuiztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlatepozilpilli		1	1571 Molina 2	tlatepotzacutli  =	Cf. tlatepozilpilli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlatlacatzintli		1	1571 Molina 2	tlatlacatl  =	Cf. tlatlacatzintli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlatzetzeloani		1	1571 Molina 2	tlatzetzeloqui	lo mismo es que tlatzetzeloani.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlatzetzeloqui		1	1571 Molina 2	tlatzetzeloani  =	Cf. tlatzetzeloqui		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlatzintlan		1	17?? Bnf_362bis	itzintlan	debajo de algo. vide Tlatzintlan		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlaçolmiquiztli		1	1629 Alarcón	tetlazolaltiloni	remedio, cura de tlaçolmiquiztli y netepalhuiliztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tlehuitzilin		1	1598 Tezozomoc	tlehuitzillin	Cf. tlehuitzilin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	totoquihuaztli		1	1598 Tezozomoc	totonquihuaztli	Cf. totoquihuaztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tozmiquiztli		1	1598 Tezozomoc	tozmihuiztli	Cf. tozmiquiztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzatziliztli		1	1571 Molina 2	tzatziztli	lo mismo es que tzatziliztli.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzatziztli		1	1571 Molina 2	tzatziliztli  =	Cf. tzatziztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzicatlinan		1	1780 Clavijero	cuauhtzicatlinan	Véase Tzicatlinan		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzicoac		1	1598 Tezozomoc	tziccoac	Cf. tzicoac		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzicoacatl		1	1598 Tezozomoc	tziccoacas	Cf. tzicoacatl		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzimpetlayo		1	1571 Molina 2	tzinacayo	lo mismo es que tzimpetlayo.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzinacayo		1	1571 Molina 2	tzimpetlayo  =	Cf. tzinacayo		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzinitzcan		1	1551-95 Documentos nahuas de la Ciudad de México	tzinitzca	plumas que llaman tzinitzcan		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzitzihuan		1	1759 Paredes	itlazotzitzinhuan	se dice también, tzitzihuan, porque en la pronunciación, apenas se percibe la n, del plural tzitzinhuan		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzitzimitl		1	1580 Sahagún/Máynez	tzitzintlapatl	Tlápatl de la tzitzimitl		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzitzinhuan		1	1759 Paredes	itlazotzitzinhuan	se dice también, tzitzihuan, porque en la pronunciación, apenas se percibe la n, del plural tzitzinhuan		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzitzitza		1	1571 Molina 2	cacatza  =	Cf. tzitzitza		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzonquizaliztli		1	1571 Molina 2	tzonquizaliztli  =	Cf. tzonquizaliztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
